Health Center Site Fact Identification Number,Site Name,UDS Number,Site Telephone Number,Site Web Address,Operating Hours per Week,Health Center Grantee Identification Number,Grant Number,Grantee Name,Grantee Organization Type Description,Migrant Health Centers HRSA Grant Subprogram Indicator,Community Health HRSA Grant Subprogram Indicator,School Based Health Center HRSA Grant Subprogram Indicator,Public Housing HRSA Grant Subprogram Indicator,Health Care for the Homeless HRSA Grant Subprogram Indicator,Site Address Identification Number,Site Address Source System Identification Number,Enterprise Site Repository Source ID,Site Data Source,Site Address,Site City,Site State Abbreviation,Site Postal Code,U.S. - Mexico Border 100 Kilometer Indicator,Health Center Site Population Type Description,Health Center Location Setting Identification Number,Health Center Service Delivery Site Location Setting Description,Health Center Status Identification Number,Site Status Description,Health Center Location Identification Number,Health Center Location Type Description,Health Center Type Identification Number,Health Center Type Description,Health Center Operator Identification Number,Health Center Operator Description,Health Center Operating Schedule Identification Number,Health Center Operational Schedule Description,Health Center Operating Calendar Surrogate Key,Health Center Operating Calendar,County or County Equivalent Federal Information Processing Standard Code,County Equivalent Name,County Description,Complete County Name,State and County Federal Information Processing Standard Code,State FIPS Code,State Name,Name of U.S. Senator Number One,Name of U.S. Senator Number Two,HHS Region Code,HHS Region Name,U.S. - Mexico Border County Indicator,Congressional District Number,Congressional District Name,State FIPS and Congressional District Number Code,U.S. Congressional Representative Name,Uniform Resource Locator (URL) for a Member of the U.S. House of Representatives,Data Warehouse Record Create Date Text,Data Warehouse Record Create Date,BPHC Assigned Number,Site Open Date,Site Open Date Text,Site Added to Scope this Date,Site Add to Scope Date Text,BHCMIS Site Identification Number,Federally Qualified Health Center (FQHC) Look-Alike Number,Federally Qualified Health Center (FQHC) Look-Alike Organization Name,Federally Qualified Health Center (FQHC) Look-Alike Street Address,Federally Qualified Health Center (FQHC) Look-Alike Organization City,Federally Qualified Health Center (FQHC) Look-Alike Organization State,Federally Qualified Health Center (FQHC) Look-Alike Organization ZIP Code,Federally Qualified Health Center (FQHC) Look-Alike Organization Site Administrator Contact Name,Federally Qualified Health Center (FQHC) Look-Alike Organization Site Administrator Contact Telephone Number,Federally Qualified Health Center (FQHC) Look-Alike Organization Site Administrator Contact Email Address,Geocoding Artifact Address Primary X Coordinate,Geocoding Artifact Address Primary Y Coordinate
213,"TIBURCIO VASQUEZ HEALTH CENTER, INC.",93190,510-471-5907,WWW.TVHC.ORG,48,231,H80CS00223,TIBURCIO VASQUEZ HEALTH CENTER INCORPORATED,"Corporate Entity, Federal Tax Exempt",N,Y,N,N,N,2955,3C1027B3-84B8-49B2-92F1-BFD0484136BB,82A924E1-4532-42AB-A283-8906CAB58F64,ESR_SCP,33255 9th St,Union City,CA,94587-2137,N,Urban,7,All Other Clinic Types,1,Active,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,1,Full-Time,1,Year-Round,1,Alameda,County            ,Alameda County,6001,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,15,California District 15,615,Eric Swalwell,http://swalwell.house.gov,3/19/18,3/19/18,BPS-H80-001246,1/1/71,1/1/71,1/1/71,1/1/71,93190,,,,,  ,,,,,-122.0260838,37.60283965
214,Emeryville USD,,510-981-4137,,40,609,H80CS00808,Lifelong Medical Care,"Corporate Entity, Federal Tax Exempt",N,Y,N,Y,N,425,08AE0424-3BBB-4DF3-A5BE-09BF0BBD4F9C,7A3C759C-655E-4F85-8D8D-B4E413000AC2,ESR_SCP,4727 San Pablo Ave,Emeryville,CA,94608-3035,N,Unknown,2,School,1,Active,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,1,Alameda,County            ,Alameda County,6001,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,13,California District 13,613,Barbara Lee,http://lee.house.gov/,3/19/18,3/19/18,BPS-H80-018208,,/,6/20/16,6/20/16,92880,,,,,  ,,,,,-122.2816436,37.83622632
217,Family Medicine Clinic,,,,,,,,, , , , , ,10506,D891DC1C-4745-4967-AD33-06D2BF22963D,1996F736-8B99-4D4F-BDFB-DAE5C12E42A7,FQHC_LKL,500 W Hospital Rd,French Camp,CA,95231-9693,N,Unknown,7,All Other Clinic Types,1,Active,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,77,San Joaquin,County            ,San Joaquin County,6077,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,9,California District 09,609,Jerry McNerney,http://mcnerney.house.gov/,3/19/18,3/19/18,BPS-LAL-014442,1/2/97,1/2/97,7/1/14,7/1/14,,LAL00158,"SAN JOAQUIN, COUNTY OF",500 W HOSPITAL RD,FRENCH CAMP,CA,95231-9693,David B Jomaoas,209-468-6160,djomaoas@sjgh.org,-121.2820113,37.8865376
222,LOGAN HEALTH CENTER,09319B,510-471-2520,WWW.TVHC.ORG,37,231,H80CS00223,TIBURCIO VASQUEZ HEALTH CENTER INCORPORATED,"Corporate Entity, Federal Tax Exempt",N,Y,N,N,N,3817,4D74DBBA-5E06-402A-A317-CB2950B94685,B1204BE8-4874-4C37-93D1-A7F67B5E018B,ESR_SCP,1800 H St Rm 3,Union City,CA,94587-3321,N,Urban,2,School,1,Active,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,1,Full-Time,1,Year-Round,1,Alameda,County            ,Alameda County,6001,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,15,California District 15,615,Eric Swalwell,http://swalwell.house.gov,3/19/18,3/19/18,BPS-H80-002633,1/1/95,1/1/95,1/1/95,1/1/95,93190,,,,,  ,,,,,-122.026611,37.59133289
241,Aria Community Health Center - AMC,,559-386-9000,www.ariachc.org,40,840,H80CS08739,AVENAL COMMUNITY HEALTH CENTER,"Corporate Entity, Federal Tax Exempt",Y,N,N,N,N,7229,94166577-E3D4-456F-BD20-AD08753CC4A4,CA9CB99F-68EF-4522-9B13-18A3EA6989D5,ESR_SCP,148 E Kings St,Avenal,CA,93204-1529,N,Unknown,7,All Other Clinic Types,1,Active,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,31,Kings,County            ,Kings County,6031,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,21,California District 21,621,David G. Valadao,http://valadao.house.gov,3/19/18,3/19/18,BPS-H80-014847,,/,4/22/15,4/22/15,911950,,,,,  ,,,,,-120.1366037,36.00249151
260,KARUK TRIBE OF CALIFORNIA,921240,530-493-5257,karuk.us,40,738,H80CS04224,KARUK TRIBE,Other,N,Y,N,N,N,7642,9C930157-8285-4793-B290-8DC7708F738B,C464FA30-1A4B-42F9-9F07-DE3AAD135C4C,ESR_SCP,64236 2nd Ave,Happy Camp,CA,96039,N,Rural,7,All Other Clinic Types,1,Active,1,Permanent,3,Administrative/Service Delivery Site,1,Health Center/Applicant,1,Full-Time,1,Year-Round,93,Siskiyou,County            ,Siskiyou County,6093,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,1,California District 01,601,Doug LaMalfa,http://lamalfa.house.gov,3/19/18,3/19/18,BPS-H80-000546,1/1/00,1/1/00,12/1/07,12/1/07,921240,,,,,  ,,,,,-123.3800215,41.79245258
261,Casa del Sol II,,510-535-6200,www.laclinica.org,45,1302,H80CS00631,"LA CLINICA DE LA RAZA, INC.","Corporate Entity, Federal Tax Exempt",N,Y,N,N,N,11507,EC5A96A9-0329-484A-86C8-C053A83451FE,A92AA2CC-F39E-415F-A5F6-876C8EF6F79B,ESR_SCP,1450 Fruitvale Ave Ste E,Oakland,CA,94601-2315,N,Urban,7,All Other Clinic Types,1,Active,1,Permanent,3,Administrative/Service Delivery Site,1,Health Center/Applicant,0,Unknown,1,Year-Round,1,Alameda,County            ,Alameda County,6001,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,13,California District 13,613,Barbara Lee,http://lee.house.gov/,3/19/18,3/19/18,BPS-H80-000076,11/1/07,11/1/07,5/1/08,5/1/08,91230,,,,,  ,,,,,-122.2254318,37.77833461
294,Vida Sana Family Practice 2,,559-562-9399,www.ariachc.org,19,840,H80CS08739,AVENAL COMMUNITY HEALTH CENTER,"Corporate Entity, Federal Tax Exempt",Y,N,N,N,N,6317,80B3F165-67D7-4D71-91B4-0ABF2A1E03EE,EAB2BF37-3D97-445A-86B3-FCD06C0CBF1D,ESR_SCP,781 Sequoia Ave Ste 3,Lindsay,CA,93247-1448,N,Unknown,7,All Other Clinic Types,1,Active,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,107,Tulare,County            ,Tulare County,6107,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,22,California District 22,622,Devin Nunes,http://nunes.house.gov/,3/19/18,3/19/18,BPS-H80-018717,,/,10/9/16,10/9/16,911950,,,,,  ,,,,,-119.0961456,36.212427
297,Mission City Community Network -  Parthenia,,818-895-3100,,40,677,H80CS08241,"Mission City Community Network, Inc.","Corporate Entity, Federal Tax Exempt",N,Y,N,N,N,1361,1B66A605-26F4-4CD6-B7D5-6581B3C0A33B,E8AD784E-132C-4815-8885-33455D590E9D,ESR_SCP,15210 Parthenia St,North Hills,CA,91343-5305,N,Urban,7,All Other Clinic Types,1,Active,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,1,Full-Time,1,Year-Round,37,Los Angeles,County            ,Los Angeles County,6037,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,29,California District 29,629,Tony Cíçrdenas,http://cardenas.house.gov,3/19/18,3/19/18,BPS-H80-010990,10/1/11,10/1/11,11/4/11,11/4/11,929830,,,,,  ,,,,,-118.4636775,34.22813345
301,Wesley Health Centers - Lynwood #2,,310-763-3075,,19,1377,H80CS06673,"JWCH Institute, Inc.","Corporate Entity, Federal Tax Exempt",N,Y,N,N,Y,7389,973827EF-7F7E-43C3-B95B-87AE52162850,33E227C2-0F5B-4C77-90D4-6173AD135FBB,ESR_SCP,3580 E Imperial Hwy,Lynwood,CA,90262-2602,N,Urban,7,All Other Clinic Types,1,Active,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,2,Part-Time,1,Year-Round,37,Los Angeles,County            ,Los Angeles County,6037,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,44,California District 44,644,Nanette Diaz Barragíçn,https://barragan.house.gov/,3/19/18,3/19/18,BPS-H80-012390,9/1/12,9/1/12,2/28/13,2/28/13,925360,,,,,  ,,,,,-118.2058446,33.93040459
303,South Napa Shelter,,707-252-4096,www.clinicole.org,2,324,H80CS04219,OLE Health,"Corporate Entity, Federal Tax Exempt",Y,Y,N,N,N,355,078956CA-96FB-490A-A843-82A39C22338C,B9A3F527-1890-4A64-BD6F-EE332C736DC8,ESR_SCP,100 Hartle Ct,Napa,CA,94559-4020,N,Urban,7,All Other Clinic Types,1,Active,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,2,Part-Time,1,Year-Round,55,Napa,County            ,Napa County,6055,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,5,California District 05,605,Mike Thompson,http://mikethompson.house.gov/,3/19/18,3/19/18,BPS-H80-007558,6/2/08,6/2/08,7/8/08,7/8/08,92420,,,,,  ,,,,,-122.2796244,38.28328647
310,GILROY NEIGHBORHOOD HEALTH CLINIC,091132B,408-284-2282,www.schoolhealthclinics.org,40,1210,H80CS00885,School Health Clinics Of Santa Clara County,"Corporate Entity, Federal Tax Exempt",N,Y,N,N,N,7142,91D60AF1-3F26-4321-A838-CE0EBF45AA10,A052009E-EFA2-4122-B22F-96CA1AE94B4E,ESR_SCP,7861 Murray Ave,Gilroy,CA,95020-4604,N,Rural,2,School,1,Active,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,1,Full-Time,1,Year-Round,85,Santa Clara,County            ,Santa Clara County,6085,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,20,California District 20,620,Jimmy Panetta,https://panetta.house.gov/,3/19/18,3/19/18,BPS-H80-001297,4/1/01,4/1/01,1/7/04,1/7/04,911320,,,,,  ,,,,,-121.5662476,37.01632977
324,WellSpace Health - South Valley Children's Dental Clinic,,916-737-5573,,40,6,H80CS12872,WellSpace Health,"Corporate Entity, Federal Tax Exempt",N,Y,N,N,Y,11478,EBE1698A-8611-4C36-8E5B-EE10E115CC13,AF7A74DB-63AB-42A2-AC75-C5463258C12D,ESR_SCP,8231 E Stockton Blvd Ste C,Sacramento,CA,95828-8202,N,Urban,7,All Other Clinic Types,1,Active,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,1,Full-Time,1,Year-Round,67,Sacramento,County            ,Sacramento County,6067,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,7,California District 07,607,Ami Bera,http://bera.house.gov,3/19/18,3/19/18,BPS-H80-013549,12/1/12,12/1/12,1/21/14,1/21/14,9.00E+03,,,,,  ,,,,,-121.4107272,38.45957176
331,VCC:  LA TORTUGA,,760-631-5000,,,657,H80CS00282,VISTA COMMUNITY CLINIC,"Corporate Entity, Federal Tax Exempt",Y,Y,N,N,N,7411,97A3AB1F-282D-45E6-9179-77B084EC9F42,FF40A296-8A1E-4BEF-A931-FB177AFFF35B,ESR_SCP,465 La Tortuga Dr,Vista,CA,92081-4320,Y,Urban,7,All Other Clinic Types,1,Active,1,Permanent,1,Administrative,1,Health Center/Applicant,1,Full-Time,1,Year-Round,73,San Diego,County            ,San Diego County,6073,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,Y,49,California District 49,649,Darrell E. Issa,https://issa.house.gov/,3/19/18,3/19/18,BPS-H80-009950,,/,9/1/10,9/1/10,91670,,,,,  ,,,,,-117.258466,33.19017413
335,LifeLong Medical Care - Downtown Oakland Clinic,09288I,510-451-4270,WWW.LIFELONGMEDICAL.ORG,40,609,H80CS00808,Lifelong Medical Care,"Corporate Entity, Federal Tax Exempt",N,Y,N,Y,N,3960,508BCEE3-8BF2-4ABD-A547-DFA996345C1E,18E61E92-AE5A-4262-AAEE-8931FA46B96C,ESR_SCP,616 16th St,Oakland,CA,94612-1205,N,Urban,7,All Other Clinic Types,1,Active,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,1,Full-Time,1,Year-Round,1,Alameda,County            ,Alameda County,6001,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,13,California District 13,613,Barbara Lee,http://lee.house.gov/,3/19/18,3/19/18,BPS-H80-004692,1/1/05,1/1/05,1/1/05,1/1/05,92880,,,,,  ,,,,,-122.2743413,37.8072827
356,United Health Centers - Reedley,,559-638-7177,,40,438,H80CS00137,United Health Centers of The San Joaquin Valley,"Corporate Entity, Federal Tax Exempt",Y,Y,N,N,N,479,09A6D334-3C53-44E1-ADF6-44B077BBD21C,415AEF42-7778-4CC7-B86B-B1D55DAC0497,ESR_SCP,1560 E Manning Ave,Reedley,CA,93654-2346,N,Rural,7,All Other Clinic Types,1,Active,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,1,Full-Time,1,Year-Round,19,Fresno,County            ,Fresno County,6019,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,22,California District 22,622,Devin Nunes,http://nunes.house.gov/,3/19/18,3/19/18,BPS-H80-013832,7/25/13,7/25/13,5/5/14,5/5/14,90560,,,,,  ,,,,,-119.4325976,36.60418278
370,Barstow Community Health Center,,760-609-2889,,40,442,H80CS00287,BORREGO COMMUNITY HEALTH FOUNDATION,"Corporate Entity, Federal Tax Exempt",Y,Y,N,N,N,2040,290CE3B7-2735-4B00-9CE4-A3A3A7FD91BD,3978C8EF-2C88-4FC2-9E96-EF5E5BBB65A0,ESR_SCP,750 E Main St,Barstow,CA,92311-2354,N,Unknown,7,All Other Clinic Types,1,Active,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,71,San Bernardino,County            ,San Bernardino County,6071,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,8,California District 08,608,Paul Cook,http://cook.house.gov,3/19/18,3/19/18,BPS-H80-019266,,/,2/23/17,2/23/17,99010,,,,,  ,,,,,-117.0179901,34.89866252
375,COMMUNITY HEALTH CENTERS WOMENS HEALTH,09071R,805-549-0402,WWW.CHCCC.ORG,40,282,H80CS00621,"Community Health Centers Of The Central Coast, Inc.","Corporate Entity, Federal Tax Exempt",Y,Y,N,Y,Y,1475,1DB4EFFA-0DAA-4414-B1B5-A3DEEC742A03,70261351-72EC-4338-9EA3-BEAFB8B24065,ESR_SCP,1551 Bishop St Ste 240,San Luis Obispo,CA,93401-4661,N,Urban,7,All Other Clinic Types,1,Active,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,1,Full-Time,1,Year-Round,79,San Luis Obispo,County            ,San Luis Obispo County,6079,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,24,California District 24,624,Salud O. Carbajal,https://carbajal.house.gov/,3/19/18,3/19/18,BPS-H80-005121,6/3/04,6/3/04,1/6/04,1/6/04,90710,,,,,  ,,,,,-120.6454376,35.27331716
410,Complete Care Community Health Center- Monterey Park Suite 218,,626-458-8020,,30,1022,H80CS28987,"COMPLETE CARE COMMUNITY HEALTH CENTER, INC.","Corporate Entity, Federal Tax Exempt",N,Y,N,N,N,5565,70D797AE-AD4C-4430-9030-370969FFFB3B,73E1EA5E-7F26-41B7-AA51-59E0E0135DBD,ESR_SCP,941 S Atlantic Blvd Ste 218,Monterey Park,CA,91754-4722,N,Unknown,7,All Other Clinic Types,1,Active,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,37,Los Angeles,County            ,Los Angeles County,6037,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,27,California District 27,627,Judy Chu,http://chu.house.gov/,3/19/18,3/19/18,BPS-H80-021307,,/,10/12/17,10/12/17,09E01183,,,,,  ,,,,,-118.1387354,34.04990318
411,"Community Medical Centers, North West Lane",,209-373-2800,,40,1064,H80CS00138,"COMMUNITY MEDICAL CENTERS, INC.","Corporate Entity, Federal Tax Exempt",Y,Y,N,N,Y,11082,E4B90CB7-5215-49A0-898B-78988AFBDCB3,34DFA3EA-DE07-4FDF-BA7E-CA0B633D0DA2,ESR_SCP,7912 West Ln Ste 221,Stockton,CA,95210-3159,N,Unknown,7,All Other Clinic Types,1,Active,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,77,San Joaquin,County            ,San Joaquin County,6077,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,9,California District 09,609,Jerry McNerney,http://mcnerney.house.gov/,3/19/18,3/19/18,BPS-H80-019260,,/,2/21/17,2/21/17,90780,,,,,  ,,,,,-121.2946992,38.0202935
423,SOS Center for Health and Innovation,,949-270-2100,www.shareourselves.org,30,1428,H80CS24199,Share Our Selves Corporation,"Corporate Entity, Federal Tax Exempt",N,Y,N,N,Y,3566,487AE708-E01E-4C0A-A3B5-A936EF72A921,154E1CDF-03A8-45FF-8EAA-CA2FF7C4429B,ESR_SCP,20151 SW Birch St Ste 100,Newport Beach,CA,92660-1794,N,Unknown,7,All Other Clinic Types,1,Active,1,Permanent,3,Administrative/Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,59,Orange,County            ,Orange County,6059,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,48,California District 48,648,Dana Rohrabacher,https://rohrabacher.house.gov/,3/19/18,3/19/18,BPS-H80-021133,,/,8/24/17,8/24/17,09E00524,,,,,  ,,,,,-117.8754838,33.65905032
442,Russian River Health Center #1,90350,707-869-2849,www.wchealth.org,55,1446,H80CS00242,"WEST COUNTY HEALTH CENTERS, INC.","Corporate Entity, Federal Tax Exempt",N,Y,N,N,N,11405,EAD22EAC-48F9-4006-A90F-A40401D15D45,68D1B245-712D-4664-ACE9-C37F410EE18E,ESR_SCP,16319 3rd St,Guerneville,CA,95446,N,Rural,7,All Other Clinic Types,1,Active,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,1,Full-Time,1,Year-Round,97,Sonoma,County            ,Sonoma County,6097,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,2,California District 02,602,Jared Huffman,http://huffman.house.gov,3/19/18,3/19/18,BPS-H80-000372,6/1/74,6/1/74,6/1/74,6/1/74,90350,,,,,  ,,,,,-122.9989796,38.50247696
456,MCHC - Dora Street Admin - Suite E,,707-472-4511,,,854,H80CS00628,"MENDOCINO COMMUNITY HEALTH CLINIC, INC.","Corporate Entity, Federal Tax Exempt",Y,Y,N,N,Y,11438,EB5AA940-6DC8-49FA-93D1-78F9C45FB938,F934AC90-3D96-481C-8F37-5F34725A044D,ESR_SCP,1165 S Dora St Ste E,Ukiah,CA,95482-8325,N,Unknown,0,Unknown,1,Active,1,Permanent,1,Administrative,1,Health Center/Applicant,0,Unknown,0,Unknown,45,Mendocino,County            ,Mendocino County,6045,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,2,California District 02,602,Jared Huffman,http://huffman.house.gov,3/19/18,3/19/18,BPS-H80-017353,,/,12/17/15,12/17/15,91940,,,,,  ,,,,,-123.2094462,39.13538496
457,NORTH EAST MEDICAL SERVICES,90670,415-391-9686,http://www.nems.org/,52.5,972,H80CS00221,North East Medical Services,"Corporate Entity, Federal Tax Exempt",N,Y,N,N,N,863,11591A94-C6CC-4AA3-AD33-DD828CDB18C9,C0037EAD-C31A-42ED-B584-D5191673A0A0,ESR_SCP,1520 Stockton St,San Francisco,CA,94133-3354,N,Urban,7,All Other Clinic Types,1,Active,1,Permanent,3,Administrative/Service Delivery Site,1,Health Center/Applicant,1,Full-Time,1,Year-Round,75,San Francisco,County            ,San Francisco County,6075,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,12,California District 12,612,Nancy Pelosi,http://pelosi.house.gov/,3/19/18,3/19/18,BPS-H80-005605,5/19/71,5/19/71,5/19/71,5/19/71,90670,,,,,  ,,,,,-122.4090263,37.7999038
465,Midtown Medical Center,,916-454-2345,,60,1462,H80CS24113,ELICA HEALTH CENTERS,"Corporate Entity, Federal Tax Exempt",N,Y,N,N,N,1837,2503ED78-11C7-4582-AB89-01487F13F094,B06FA965-0DD1-4A91-80A8-EE09DFACC2CE,ESR_SCP,3701 J St Ste 201,Sacramento,CA,95816-5542,N,Urban,7,All Other Clinic Types,1,Active,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,1,Full-Time,1,Year-Round,67,Sacramento,County            ,Sacramento County,6067,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,6,California District 06,606,Doris O. Matsui,http://matsui.house.gov,3/19/18,3/19/18,BPS-H80-012849,6/1/12,6/1/12,8/26/13,8/26/13,09E00477,,,,,  ,,,,,-121.4568342,38.5705658
466,Coachella Health Clinic,,760-393-0555,www.cdsdp.org,40,1336,H80CS00733,"Clinicas De Salud Del Pueblo, Inc.","Corporate Entity, Federal Tax Exempt",Y,Y,N,N,Y,4049,525D4505-6693-4D14-BFCB-8314C0001131,ECEBBE29-E709-414D-9741-255543A88D3C,ESR_SCP,49-111 Hwy 111 STE 4,Coachella,CA,92236,N,Rural,7,All Other Clinic Types,1,Active,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,1,Full-Time,1,Year-Round,65,Riverside,County            ,Riverside County,6065,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,Y,36,California District 36,636,Raul Ruiz,http://ruiz.house.gov,3/19/18,3/19/18,BPS-H80-004287,11/1/07,11/1/07,11/1/07,11/1/07,90250,,,,,  ,,,,,-116.1818496,33.6725946
467,LA CLINICA MONUMENT,,925-363-2000,www.laclinica.org,62,1302,H80CS00631,"LA CLINICA DE LA RAZA, INC.","Corporate Entity, Federal Tax Exempt",N,Y,N,N,N,2248,2D36F0A8-0443-4DC0-8FC3-29EC27BC30CA,7E59A892-A49F-4632-9BB1-0B20F8F71CDA,ESR_SCP,2000 Sierra Rd,Concord,CA,94518-2905,N,Urban,7,All Other Clinic Types,1,Active,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,1,Full-Time,1,Year-Round,13,Contra Costa,County            ,Contra Costa County,6013,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,11,California District 11,611,Mark DeSaulnier,https://desaulnier.house.gov/,3/19/18,3/19/18,BPS-H80-010550,6/1/11,6/1/11,1/10/11,1/10/11,91230,,,,,  ,,,,,-122.0369158,37.95249682
478,"Clinicas del Camino Real, Inc. El Rio Dental",,805-436-3443,,46,489,H80CS00550,"Clinicas del Camino Real, Inc.","Corporate Entity, Federal Tax Exempt",Y,Y,N,N,N,3891,4F4B59E1-5C38-4737-A63F-987DB1FFC139,67ECFA21-04E3-4E6B-BF2B-438F18D1494D,ESR_SCP,231 E Ventura Blvd Ste 133,Oxnard,CA,93036-0277,N,Unknown,7,All Other Clinic Types,1,Active,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,111,Ventura,County            ,Ventura County,6111,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,26,California District 26,626,Julia Brownley,http://juliabrownley.house.gov,3/19/18,3/19/18,BPS-H80-019039,,/,12/15/16,12/15/16,93650,,,,,  ,,,,,-119.1710641,34.23022534
485,Santa Paula Hospital Clinic,,805-525-0215,,168,90,H80CS00247,COUNTY OF VENTURA,U.S. Government Entity,N,N,N,N,Y,8241,A8BBAC13-F3AC-4388-9ADF-69C9C91E059A,F2C1A426-9A5E-49E7-94CE-20BF367D86CA,ESR_SCP,845 N 10th St Ste 3,Santa Paula,CA,93060-1348,N,Rural,7,All Other Clinic Types,1,Active,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,1,Year-Round,111,Ventura,County            ,Ventura County,6111,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,26,California District 26,626,Julia Brownley,http://juliabrownley.house.gov,3/19/18,3/19/18,BPS-H80-008524,5/28/08,5/28/08,6/12/08,6/12/08,98480,,,,,  ,,,,,-119.0655925,34.36590497
495,CASTLEMONT HIGH SCHOOL-YOUTH UPRISING,09185A,510-428-3556,www.childrenshospitaloakland.org,19,1082,H80CS00052,Children's Hospital & Research Center At Oakland,"Corporate Entity, Federal Tax Exempt",N,N,N,N,Y,1453,1D442CD2-2589-4AF4-AB1B-8CDFE6A5FB24,27547F38-13A5-401E-956D-15C5E67E276C,ESR_SCP,8601 Macarthur Blvd,Oakland,CA,94605-4037,N,Urban,2,School,1,Active,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,1,Full-Time,2,Seasonal,1,Alameda,County            ,Alameda County,6001,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,13,California District 13,613,Barbara Lee,http://lee.house.gov/,3/19/18,3/19/18,BPS-H80-006561,1/1/04,1/1/04,1/1/05,1/1/05,91850,,,,,  ,,,,,-122.1624536,37.75848153
499,The Children's Clinic at International Elementary School,09882D,562-436-4420,www.thechildrensclinic.org,20,1399,H80CS00264,Children's Clinic 'serving Children And Their Families' The,"Corporate Entity, Federal Tax Exempt",N,Y,N,N,N,2365,2FAE9419-C329-4924-B9DE-CFFF577DD174,CF9CEE9F-5F44-4BEA-A322-AA7D28769379,ESR_SCP,700 Locust Ave,Long Beach,CA,90813-4317,N,Urban,2,School,1,Active,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,2,Part-Time,1,Year-Round,37,Los Angeles,County            ,Los Angeles County,6037,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,47,California District 47,647,Alan S. Lowenthal,http://lowenthal.house.gov,3/19/18,3/19/18,BPS-H80-006547,11/3/99,11/3/99,1/9/99,1/9/99,98820,,,,,  ,,,,,-118.191041,33.77540836
